"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL213832";"";"None";"410.54";"1";"5.20";"13b";"CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2sc(C(=O)O)cc21";"IC50";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"17.63";"0.34";"2.04";"11.57";"0";"CHEMBL870300";"Inhibition of HCV BK NS5B deltaC55 RNA dependent RNA polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus (isolate BK)";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1146030";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL378053";"";"None";"612.10";"2";"8.30";"10a";"CNC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"12.94";"0.25";"-0.38";"8.48";"1";"CHEMBL866684";"Inhibition of HCV 1b BK six His-tagged C-terminal truncated 544 amino acid NS5B RNA dependent RNA polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1b";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1138950";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL379796";"";"None";"537.06";"2";"8.81";"9b";"O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccccc3-c3ccccc3)cc1Cl)n2C1CCCCC1";"IC50";"'='";"350.0";"nM";"6.46";"";"";"UO_0000065";"12.02";"0.23";"-2.35";"10.03";"1";"CHEMBL866684";"Inhibition of HCV 1b BK six His-tagged C-terminal truncated 544 amino acid NS5B RNA dependent RNA polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1b";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1138950";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL210760";"";"None";"520.59";"1";"1.39";"46";"CNS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"15.09";"0.31";"6.46";"4.57";"0";"CHEMBL865370";"Inhibition of HCV 1a NS5B RNA polymerase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1138070";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL212200";"";"None";"575.67";"1";"1.97";"42";"CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NN4CCCC4)ccc3N2)c(O)c2cccnc21";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"13.15";"0.27";"5.60";"4.32";"0";"CHEMBL865370";"Inhibition of HCV 1a NS5B RNA polymerase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1138070";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL212223";"";"None";"550.62";"1";"0.95";"31";"CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NCCO)ccc3N2)c(O)c2cccnc21";"IC50";"'='";"107.0";"nM";"6.97";"";"";"UO_0000065";"12.66";"0.26";"6.02";"3.63";"0";"CHEMBL865370";"Inhibition of HCV 1a NS5B RNA polymerase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1138070";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL212728";"";"None";"593.64";"2";"1.05";"11";"CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)NC(=O)OCCN)ccc3N2)c(O)c2cccnc21";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"12.93";"0.26";"6.63";"3.42";"0";"CHEMBL865370";"Inhibition of HCV 1a NS5B RNA polymerase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1138070";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL174836";"";"None";"321.38";"0";"4.30";"27";"O=C(O)c1ccc2c(c1)nc(-c1ccncc1)n2C1CCCCC1";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"14.84";"0.27";"0.47";"7.01";"0";"CHEMBL750250";"Inhibitory activity against NS5B polymerase of hepatitis C virus";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1149223";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL369320";"";"None";"409.53";"1";"7.10";"9";"O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(Cc3ccccc3)c2c1";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"18.15";"0.33";"0.33";"17.60";"0";"CHEMBL829597";"Inhibitory activity against RNA dependent RNA polymerase nonstructural protein 5B in hepatitis C virus; n=1";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1142688";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL179318";"";"None";"459.57";"1";"6.29";"10";"O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(S(=O)(=O)c3ccccc3)c2c1";"IC50";"'='";"485.0";"nM";"6.31";"";"";"UO_0000065";"13.74";"0.26";"0.02";"8.27";"0";"CHEMBL829597";"Inhibitory activity against RNA dependent RNA polymerase nonstructural protein 5B in hepatitis C virus; n=1";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1142688";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL16326";"";"None";"192.17";"0";"1.24";"1";"O=C(O)C(=O)/C=C(\O)c1ccccc1";"IC50";"'='";"5700.0";"nM";"5.24";"";"";"UO_0000065";"27.29";"0.51";"4.00";"7.03";"1";"CHEMBL828388";"inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B of hepatitis C virus";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1137893";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL372483";"";"None";"430.55";"1";"5.58";"19";"O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2cc(C(=O)O)ccc21)NCC1CC1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL833530";"Inhibitory activity against by hepatitis C virus NS5B polymerase; ND=Not determined";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1140313";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL433970";"";"None";"523.66";"1";"4.16";"22";"CS(=O)(=O)N1CCN(C(=O)Cn2c(-c3ccccc3)c(C3CCCCC3)c3cc(C(=O)O)ccc32)CC1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL833530";"Inhibitory activity against by hepatitis C virus NS5B polymerase; ND=Not determined";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1140313";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL434920";"";"None";"416.52";"1";"5.19";"27";"O=C(Cn1c(-c2ccccc2)c(C2CCCC2)c2ccc(C(=O)O)cc21)NCC1CC1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL833530";"Inhibitory activity against by hepatitis C virus NS5B polymerase; ND=Not determined";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1140313";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL365125";"";"None";"480.59";"0";"3.92";"29";"O=C(O)c1ccc2c(C3CCCC3)c(-c3ccccc3)n(CC(=O)N3CCS(=O)(=O)CC3)c2c1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL833530";"Inhibitory activity against by hepatitis C virus NS5B polymerase; ND=Not determined";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1140313";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL193242";"";"None";"491.68";"1";"5.90";"41";"CN(C)C1CCN(C(=O)Cn2c(C3=CCCCC3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"15.75";"0.29";"1.84";"11.77";"0";"CHEMBL830123";"Inhibitory activity against by hepatitis C virus NS5B polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1140313";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";""
"CHEMBL364976";"";"None";"363.37";"0";"3.29";"54";"O=C(O)/C(=C/c1ccc(-c2cccc(CO)c2)o1)NC(=O)c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL832697";"Inhibitory concentration against Hepatitis C virus NS5B polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1140265";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";""
"CHEMBL195772";"";"None";"359.38";"0";"4.33";"66";"O=C(O)/C(=C/c1ccc(Oc2ccccc2)cc1)NC(=O)c1ccccc1";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"13.27";"0.24";"0.44";"6.31";"0";"CHEMBL832697";"Inhibitory concentration against Hepatitis C virus NS5B polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1140265";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";""
