"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3238167";"";"None";"294.36";"0";"1.82";"9";"c1cc2[nH]ncc2cc1-c1cncc(N2CCCNCC2)n1";"IC50";"'='";"105.0";"nM";"6.98";"";"";"UO_0000065";"23.71";"0.43";"5.16";"10.01";"0";"CHEMBL3240143";"Inhibition of truncated ROCK-1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232974";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL1922045";"";"None";"346.39";"0";"3.50";"2";"COc1cccc(CNC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1924422";"Inhibition of ROCK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921670";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL571948";"Y-39983";"1.0";"280.33";"0";"2.83";"2, Y-39983, SNJ-1656";"C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"24.69";"0.45";"4.09";"8.26";"0";"CHEMBL3240143";"Inhibition of truncated ROCK-1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232974";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3238166";"";"None";"364.46";"0";"1.81";"8";"c1nc(N2CCCC2)c(N2CCCNCC2)nc1-c1cc2cn[nH]c2cn1";"IC50";"'='";"203.0";"nM";"6.69";"";"";"UO_0000065";"18.36";"0.34";"4.88";"7.79";"0";"CHEMBL3240143";"Inhibition of truncated ROCK-1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232974";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL589337";"";"None";"328.42";"0";"1.08";"22";"CN1CCCN(c2nc(-c3ccncc3)cnc2NCCO)CC1";"IC50";"'='";"42000.0";"nM";"4.38";"";"";"UO_0000065";"13.33";"0.25";"3.30";"5.65";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL602753";"";"None";"352.49";"0";"2.67";"26";"CN1CCCN(c2nc(-c3ccncc3)cnc2N2CCCCC2)CC1";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"13.46";"0.25";"2.07";"9.81";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL591272";"";"None";"323.40";"0";"1.74";"15";"CN1CCCN(c2nc(-c3ccnc4[nH]ccc34)cnc2N)CC1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"18.01";"0.33";"4.08";"6.70";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL591285";"";"None";"338.46";"0";"2.31";"32";"NCC1CCN(c2nc(-c3ccncc3)cnc2N2CCCC2)CC1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"20.35";"0.38";"4.58";"9.68";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL602041";"";"None";"352.49";"0";"2.57";"33";"CNCC1CCN(c2nc(-c3ccncc3)cnc2N2CCCC2)CC1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"19.36";"0.36";"4.25";"11.93";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL604934";"";"None";"349.44";"0";"2.03";"35";"c1cc(-c2cnc(N3CCCC3)c(N3CCNCC3)n2)c2cc[nH]c2n1";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"21.37";"0.39";"5.44";"10.24";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL611386";"";"None";"328.42";"0";"0.72";"37";"CN(C)c1ncc(-c2ccncc2)nc1N1CCN(CCO)CC1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"17.82";"0.33";"5.13";"8.53";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1087650";"";"None";"474.57";"0";"4.72";"25";"CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4cccc(O)c4)c(-c4ccncc4)nn23)cc1";"IC50";"'='";"17600.0";"nM";"4.75";"";"";"UO_0000065";"10.02";"0.18";"0.03";"6.81";"0";"CHEMBL1115864";"Inhibition of ROCK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154392";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL3745885";"";"None";"467.46";"0";"3.66";"7ao; ON1231320";"Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3750030";"Inhibition of human ROCK1 using [KEAKEKRQEQIAKRRRLSSLRASTSKSGGSQK] as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745707";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";""
"CHEMBL3809100";"";"None";"516.51";"1";"4.04";"12c";"CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(C(=O)NCc3cccc(F)c3)c2)NC(=O)N1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"14.86";"0.28";"3.64";"6.00";"0";"CHEMBL3811365";"Inhibition of ROCK1 (unknown origin) by ADP-Glo kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808388";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";""
"CHEMBL3649656";"";"None";"406.87";"0";"3.30";"BDBM130372";"CN1C(=O)[C@@H](Cc2ccc(-c3ccnc(N)c3)cc2)NC(=O)c2cc(Cl)ccc21";"IC50";"'>'";"10000.0";"nM";"";"";"262158";"UO_0000065";"";"";"";"";"0";"CHEMBL3706010";"Inhibition Assay: In a final reaction volume of 25 μL, ROCK-I (h, amino acids 17-535) (5-10 mU) was incubated with 8 mM MOPS pH 7.0, 0.2 mM EDTA, 30 μM KEAKEKRQEQIAKRRRLSSLRASTSKSGGSQK, 10 mM magnesium acetate and [γ-32P-ATP] (specific activity approx. 500 cpm/pmol, concentration as required). The reaction was initiated by the addition of the MgATP mix. After incubation for 40 minutes at room temperature, the reaction was stopped by the addition of 5 μL of a 3% phosphoric acid solution. 10 μL of the reaction was then spotted onto a P30 filtermat and washed three times for 5 minutes in 75 mM phosphoric acid and once in methanol prior to drying and scintillation counting.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638405";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL521642";"";"None";"425.49";"0";"1.58";"21";"CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CCCNC3)c21";"IC50";"'='";"890.0";"nM";"6.05";"";"";"UO_0000065";"14.22";"0.27";"4.47";"4.41";"0";"CHEMBL1111485";"Inhibition of ROCK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155389";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL3137336";"UPROSERTIB";"2.0";"429.25";"0";"3.56";"GSK2141795; GSK-795";"Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl";"IC50";"'='";"125.0";"nM";"6.90";"";"";"UO_0000065";"16.08";"0.34";"3.34";"8.02";"0";"CHEMBL4407368";"Inhibition of human ROCK1 by mobile shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406807";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL4112110";"";"None";"393.87";"0";"3.86";"BDBM179539";"CN1C(=O)[C@@H](CC2C=CC(c3ccncc3)=CC2)NC(=O)c2cc(Cl)ccc21";"IC50";"'>'";"30000.0";"nM";"";"";"326137";"UO_0000065";"";"";"";"";"0";"CHEMBL3887235";"Inhibition Assay: In a final reaction volume of 25 μL, ROCK-I (h, amino acids 17-535) (5-10 mU) was incubated with 8 mM MOPS pH 7.0, 0.2 mM EDTA, 30 μM KEAKEKRQEQIAKRRRLSSLRASTSKSGGSQK, 10 mM magnesium acetate and [γ-32P-ATP] (specific activity approx. 500 cpm/pmol, concentration as required). The reaction was initiated by the addition of the MgATP mix. After incubation for 40 minutes at room temperature, the reaction was stopped by the addition of 5 μL of a 3% phosphoric acid solution. 10 μL of the reaction was then spotted onto a P30 filtermat and washed three times for 5 minutes in 75 mM phosphoric acid and once in methanol prior to drying and scintillation counting.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886229";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL1667967";"";"None";"244.29";"0";"1.66";"14A";"O=c1[nH]ccc2cc(O[C@H]3CCCNC3)ccc12";"IC50";"'='";"61.66";"nM";"7.21";"";"";"UO_0000065";"29.51";"0.55";"5.55";"13.32";"0";"CHEMBL1670413";"Inhibition of ROCK1 by IMAP assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667835";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
